National,Province,District,Facility Name,Facility code
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Nyaonde Rural Health Centre,ZW040607
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Obva RDC Clinic,ZW040427
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Ordoff RDC Clinic,ZW040623
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Padre Pio Poly Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Paramedical ARMY Hospital,ZW040731
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Patchway RDC Clinic,ZW040624
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Perseverance Army Clinic,ZW040608
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Pfupajena Munic Clinic,ZW040149
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Portlet RDC clinic,ZW040483
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Presbyterian Clinic,ZW040185
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Presbyterian Private Clinic,ZW040482
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,PSZ Private Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Raffingora Rural Hospital,ZW04070D
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Rimuka MCH Municipal Clinic,ZW040637
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Rimuka Municipal Clinic,ZW040638
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,River Ranch RDC Clinic,ZW040410
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Runene RDCClinic,ZW040433
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Rwizi Clinic,ZW040129
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Sadoma RDC Clinic,ZW040484
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Sandringham Clinic,ZW040134
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Santa Barbara Mission Clinic,ZW040186
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Sanyati Mission Hospital,ZW04060C
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Sanyati RDC Clinic,ZW040625
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Selous Clinic,ZW040133
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Shackelton Municipal Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Shamrock Clinic,ZW040107
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,Siyakobvu rural hospital,ZW040328
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,St Michael's Mission Hospital,ZW04050B
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,St Rupert's Mission Hospital,ZW04040B
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Suri Suri Airbase Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Sutton RDC Clinic,ZW040777
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Tasunungurwa Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Tengwe Clinic,ZW040249
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,TRB RDC Clinic,ZW040747
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Trelawney RDC Clinic,ZW040748
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Triple C,
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Turf Estate RDC Clinic,ZW040524
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Twintops RDC Clinic,ZW040525
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Umboe RDC Clinic,ZW040448
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Vanad RDC Clinic,ZW040778
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Vere Rural Health Centre,ZW040609
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Watyoka Clinic,ZW040130
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,Waverly Municipal Clinic,ZW040639
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Zebra Downs Clinic,ZW040207
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Zimbabwe Mining Development Corporation Clinic,ZW040176
Zimbabwe Ministry of Health,Mashonaland West ,Chegutu ,Zimplats Selous Clinic,ZW040179
Zimbabwe Ministry of Health,Mashonaland West ,Mhondoro ,Zimplats Trauma Centre Private Clinic,ZW040535
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,ZIPAM Priv Clinic,ZW040705
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Zowa RDCClinic,ZW040749
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,ZPS Banket Prison Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,ZPS Chinhoyi Prison Clinic,ZW040401
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,ZPS Hurungwe Prison Clinic,ZW040209
Zimbabwe Ministry of Health,Mashonaland West ,Sanyati ,ZPS Kadoma Prison Clinic,ZW040602
Zimbabwe Ministry of Health,Mashonaland West ,Kariba ,ZPS Kariba Prison Clinic,ZW040306
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,ZPS Karoi Prison Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,ZRP Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Makonde ,Zumbara Rural Health Centre,ZW040408
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Zvimba Rural Hospital,ZW04070G
Zimbabwe Ministry of Health,Mashonaland West ,Zvimba ,Zvimba ZNFPC Clinic,
Zimbabwe Ministry of Health,Mashonaland West ,Hurungwe ,Zvipani Rural Health Centre,ZW040206
Zimbabwe Ministry of Health,Manicaland ,Mutare , MUTARE REMAND PRISON,
